geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,48,36,0,4,12
Alaska,66,0,0,34,0
Arizona,50,24,8,16,2
Arkansas,31,38,0,23,8
California,40,42,2,14,2
Colorado,38,48,6,6,2
Connecticut,55,37,0,8,0
Delaware,14,57,0,29,0
District of Columbia,38,38,0,17,7
Florida,46,34,3,14,3
Georgia,41,31,2,14,12
Hawaii,55,11,0,11,23
Idaho,33,44,0,23,0
Illinois,42,39,0,15,4
Indiana,23,65,0,12,0
Iowa,43,35,0,22,0
Kansas,54,18,0,9,19
Kentucky,39,34,7,8,12
Louisiana,48,23,0,29,0
Maine,37,45,0,18,0
Maryland,52,24,2,14,8
Massachusetts,35,41,1,19,4
Michigan,45,39,3,12,1
Minnesota,35,49,2,12,2
Mississippi,47,29,0,24,0
Missouri,63,17,0,15,5
Montana,74,0,0,0,26
Nebraska,28,14,14,44,0
Nevada,42,37,0,21,0
New Hampshire,16,50,0,34,0
New Jersey,49,31,1,14,5
New Mexico,33,33,0,34,0
New York,48,33,3,10,6
North Carolina,46,34,4,15,1
North Dakota,0,49,0,51,0
Ohio,42,38,0,19,1
Oklahoma,25,43,0,19,13
Oregon,57,31,8,4,0
Pennsylvania,50,38,2,7,3
Rhode Island,67,16,0,17,0
South Carolina,34,30,6,23,7
South Dakota,37,25,0,25,13
Tennessee,50,31,4,10,5
Texas,48,36,3,9,4
Utah,35,55,5,5,0
Vermont,20,39,0,41,0
Virginia,51,18,2,23,6
Washington,33,40,7,17,3
West Virginia,33,42,8,8,9
Wisconsin,39,37,4,20,0
Wyoming,75,0,0,25,0
