geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,37,34,4,19,6
Alaska,40,40,0,20,0
Arizona,27,39,4,22,8
Arkansas,40,40,0,15,5
California,38,43,3,12,4
Colorado,33,46,1,15,5
Connecticut,47,35,2,14,2
Delaware,25,33,0,42,0
District of Columbia,49,41,0,7,3
Florida,43,36,5,14,2
Georgia,36,51,2,8,3
Hawaii,59,29,0,8,4
Idaho,23,54,0,23,0
Illinois,32,42,5,17,4
Indiana,30,58,2,6,4
Iowa,54,37,3,6,0
Kansas,40,44,3,10,3
Kentucky,45,35,2,10,8
Louisiana,47,30,2,19,2
Maine,13,50,0,25,12
Maryland,48,25,6,7,14
Massachusetts,33,39,3,19,6
Michigan,48,36,2,13,1
Minnesota,39,41,0,18,2
Mississippi,34,39,4,19,4
Missouri,39,33,1,19,8
Montana,25,75,0,0,0
Nebraska,41,46,0,9,4
Nevada,27,36,5,27,5
New Hampshire,50,38,4,8,0
New Jersey,36,42,1,12,9
New Mexico,51,25,6,12,6
New York,34,37,3,20,6
North Carolina,35,42,4,12,7
North Dakota,45,22,0,33,0
Ohio,44,36,1,12,7
Oklahoma,39,50,0,2,9
Oregon,33,42,5,13,7
Pennsylvania,42,33,4,15,6
Rhode Island,46,36,9,0,9
South Carolina,25,60,0,11,4
South Dakota,29,28,0,43,0
Tennessee,26,49,4,16,5
Texas,43,35,4,13,5
Utah,41,37,4,18,0
Vermont,33,67,0,0,0
Virginia,45,36,3,12,4
Washington,38,37,1,18,6
West Virginia,25,60,10,5,0
Wisconsin,42,44,4,8,2
Wyoming,34,50,0,16,0
