geoName,glaucoma
Alabama,38
Alaska,0
Arizona,31
Arkansas,25
California,25
Colorado,33
Connecticut,8
Delaware,0
District of Columbia,14
Florida,25
Georgia,30
Hawaii,0
Idaho,0
Illinois,30
Indiana,21
Iowa,44
Kansas,14
Kentucky,35
Louisiana,12
Maine,0
Maryland,19
Massachusetts,30
Michigan,20
Minnesota,33
Mississippi,0
Missouri,9
Montana,0
Nebraska,73
Nevada,14
New Hampshire,0
New Jersey,33
New Mexico,97
New York,28
North Carolina,45
North Dakota,0
Ohio,23
Oklahoma,14
Oregon,17
Pennsylvania,30
Rhode Island,29
South Carolina,0
South Dakota,48
Tennessee,32
Texas,30
Utah,17
Vermont,22
Virginia,18
Washington,20
West Virginia,0
Wisconsin,21
Wyoming,100
