geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,50,0,0,50,0
Alaska,50,0,0,50,0
Arizona,19,21,0,60,0
Arkansas,0,0,0,0,0
California,48,7,7,35,3
Colorado,0,69,0,31,0
Connecticut,0,0,0,100,0
Delaware,0,0,0,0,0
District of Columbia,48,52,0,0,0
Florida,24,44,0,24,8
Georgia,32,35,0,33,0
Hawaii,0,0,0,0,0
Idaho,0,100,0,0,0
Illinois,62,29,0,9,0
Indiana,34,0,33,0,33
Iowa,48,52,0,0,0
Kansas,0,52,0,48,0
Kentucky,100,0,0,0,0
Louisiana,100,0,0,0,0
Maine,50,0,0,0,50
Maryland,28,30,14,14,14
Massachusetts,59,22,9,10,0
Michigan,50,0,0,50,0
Minnesota,20,0,20,40,20
Mississippi,0,0,0,100,0
Missouri,25,0,0,25,50
Montana,0,0,0,0,0
Nebraska,0,0,0,100,0
Nevada,0,0,0,0,0
New Hampshire,0,0,0,0,0
New Jersey,59,22,0,0,19
New Mexico,100,0,0,0,0
New York,67,0,0,17,16
North Carolina,19,22,0,40,19
North Dakota,0,0,0,100,0
Ohio,38,62,0,0,0
Oklahoma,50,0,0,50,0
Oregon,0,0,0,67,33
Pennsylvania,27,45,0,28,0
Rhode Island,0,0,0,0,0
South Carolina,32,36,0,0,32
South Dakota,0,0,0,0,0
Tennessee,24,27,0,49,0
Texas,44,18,5,33,0
Utah,0,0,0,100,0
Vermont,0,0,0,0,0
Virginia,83,0,0,17,0
Washington,33,0,0,67,0
West Virginia,0,0,0,0,0
Wisconsin,0,0,0,100,0
Wyoming,0,100,0,0,0
