geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,67,0,33,0
Alaska,0,0,0,0,0
Arizona,46,0,21,33,0
Arkansas,0,0,50,50,0
California,17,25,2,51,5
Colorado,26,38,0,36,0
Connecticut,34,50,0,16,0
Delaware,0,0,0,0,0
District of Columbia,11,34,0,44,11
Florida,17,42,0,25,16
Georgia,23,45,10,22,0
Hawaii,34,33,0,33,0
Idaho,0,51,0,49,0
Illinois,31,10,0,59,0
Indiana,41,20,0,39,0
Iowa,0,0,0,100,0
Kansas,0,0,0,100,0
Kentucky,0,0,0,0,0
Louisiana,35,33,0,0,32
Maine,0,100,0,0,0
Maryland,41,10,0,49,0
Massachusetts,35,33,0,26,6
Michigan,34,17,0,49,0
Minnesota,0,34,0,66,0
Mississippi,51,0,0,49,0
Missouri,0,100,0,0,0
Montana,0,0,0,0,0
Nebraska,0,0,0,100,0
Nevada,0,0,0,0,0
New Hampshire,34,33,0,33,0
New Jersey,21,60,0,19,0
New Mexico,0,0,0,0,100
New York,19,38,0,43,0
North Carolina,100,0,0,0,0
North Dakota,0,0,0,100,0
Ohio,84,16,0,0,0
Oklahoma,51,0,0,49,0
Oregon,0,61,0,20,19
Pennsylvania,38,27,8,27,0
Rhode Island,0,0,0,0,0
South Carolina,100,0,0,0,0
South Dakota,0,100,0,0,0
Tennessee,51,33,0,16,0
Texas,37,30,0,29,4
Utah,0,76,0,24,0
Vermont,100,0,0,0,0
Virginia,26,25,0,49,0
Washington,10,20,0,60,10
West Virginia,0,67,0,33,0
Wisconsin,0,51,0,49,0
Wyoming,0,0,0,0,0
