geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,35,45,10,10,0
Alaska,50,50,0,0,0
Arizona,31,41,2,20,6
Arkansas,59,17,3,14,7
California,41,37,6,12,4
Colorado,27,47,5,16,5
Connecticut,49,32,1,15,3
Delaware,58,28,0,14,0
District of Columbia,29,43,0,14,14
Florida,39,45,2,10,4
Georgia,37,37,3,17,6
Hawaii,60,30,0,10,0
Idaho,23,46,0,27,4
Illinois,36,43,2,14,5
Indiana,35,35,5,23,2
Iowa,16,55,10,10,9
Kansas,54,26,0,20,0
Kentucky,27,53,8,10,2
Louisiana,48,24,0,12,16
Maine,24,43,0,24,9
Maryland,44,38,4,10,4
Massachusetts,45,32,1,17,5
Michigan,39,36,0,21,4
Minnesota,44,34,1,15,6
Mississippi,43,43,0,14,0
Missouri,42,36,1,18,3
Montana,8,50,0,42,0
Nebraska,54,18,3,18,7
Nevada,39,39,0,22,0
New Hampshire,21,16,16,42,5
New Jersey,38,36,2,16,8
New Mexico,19,48,9,24,0
New York,38,39,2,17,4
North Carolina,46,30,5,13,6
North Dakota,34,50,0,16,0
Ohio,40,35,7,15,3
Oklahoma,55,22,4,19,0
Oregon,28,45,2,17,8
Pennsylvania,43,39,4,12,2
Rhode Island,16,58,5,16,5
South Carolina,34,43,0,19,4
South Dakota,31,57,0,12,0
Tennessee,34,42,9,8,7
Texas,47,35,1,13,4
Utah,17,61,6,11,5
Vermont,25,59,0,8,8
Virginia,49,29,4,13,5
Washington,31,40,3,20,6
West Virginia,48,31,5,16,0
Wisconsin,35,47,2,13,3
Wyoming,25,50,0,25,0
