geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,0,0,0,0,0
Alaska,0,0,0,0,0
Arizona,29,57,0,14,0
Arkansas,100,0,0,0,0
California,47,27,0,23,3
Colorado,34,33,33,0,0
Connecticut,60,20,0,20,0
Delaware,0,0,0,0,0
District of Columbia,20,40,0,40,0
Florida,50,25,10,15,0
Georgia,36,9,9,46,0
Hawaii,0,0,0,0,0
Idaho,0,0,0,0,0
Illinois,64,9,9,9,9
Indiana,100,0,0,0,0
Iowa,0,100,0,0,0
Kansas,50,50,0,0,0
Kentucky,0,0,0,100,0
Louisiana,100,0,0,0,0
Maine,0,100,0,0,0
Maryland,29,28,14,29,0
Massachusetts,46,27,0,18,9
Michigan,56,11,0,33,0
Minnesota,50,0,50,0,0
Mississippi,50,50,0,0,0
Missouri,17,50,0,16,17
Montana,0,0,0,0,0
Nebraska,34,50,0,16,0
Nevada,0,0,0,0,0
New Hampshire,0,0,0,0,0
New Jersey,42,33,0,25,0
New Mexico,25,0,25,50,0
New York,44,31,6,19,0
North Carolina,56,11,0,11,22
North Dakota,100,0,0,0,0
Ohio,37,63,0,0,0
Oklahoma,0,0,0,0,0
Oregon,67,33,0,0,0
Pennsylvania,59,8,8,8,17
Rhode Island,100,0,0,0,0
South Carolina,34,33,0,0,33
South Dakota,0,100,0,0,0
Tennessee,34,0,0,33,33
Texas,42,17,0,29,12
Utah,34,33,0,33,0
Vermont,50,50,0,0,0
Virginia,39,23,0,31,7
Washington,17,50,0,33,0
West Virginia,0,0,0,0,0
Wisconsin,51,33,0,16,0
Wyoming,0,0,0,0,0
