geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,25,45,7,17,6
Alaska,14,72,0,14,0
Arizona,35,45,2,18,0
Arkansas,41,19,10,30,0
California,42,38,3,13,4
Colorado,30,50,3,12,5
Connecticut,47,29,1,9,14
Delaware,47,48,0,5,0
District of Columbia,60,40,0,0,0
Florida,38,43,3,12,4
Georgia,38,41,5,10,6
Hawaii,22,50,0,16,12
Idaho,28,60,0,12,0
Illinois,39,39,3,17,2
Indiana,27,60,2,9,2
Iowa,34,38,5,19,4
Kansas,33,46,2,17,2
Kentucky,31,47,1,20,1
Louisiana,47,32,1,14,6
Maine,29,33,0,33,5
Maryland,35,48,2,13,2
Massachusetts,40,39,2,14,5
Michigan,46,33,3,16,2
Minnesota,31,38,9,19,3
Mississippi,46,41,8,2,3
Missouri,42,37,2,13,6
Montana,40,40,0,13,7
Nebraska,28,44,0,24,4
Nevada,44,38,6,9,3
New Hampshire,24,36,11,23,6
New Jersey,32,43,4,17,4
New Mexico,30,48,0,22,0
New York,42,38,5,11,4
North Carolina,40,39,4,13,4
North Dakota,38,50,0,12,0
Ohio,36,41,2,17,4
Oklahoma,56,24,0,20,0
Oregon,37,43,5,12,3
Pennsylvania,42,39,2,13,4
Rhode Island,54,31,0,7,8
South Carolina,23,54,4,14,5
South Dakota,60,20,0,10,10
Tennessee,31,55,1,10,3
Texas,39,39,4,13,5
Utah,33,45,2,14,6
Vermont,50,17,0,16,17
Virginia,45,34,3,14,4
Washington,43,38,3,11,5
West Virginia,46,39,6,6,3
Wisconsin,24,54,2,12,8
Wyoming,16,84,0,0,0
