geoName,glaucoma,cataract,diabetic retinopathy,macular degeneration,uveitis
Alabama,30,48,1,14,7
Alaska,40,50,0,10,0
Arizona,33,43,2,20,2
Arkansas,28,55,7,7,3
California,38,41,5,12,4
Colorado,32,46,5,10,7
Connecticut,35,40,5,15,5
Delaware,46,27,0,27,0
District of Columbia,36,47,0,12,5
Florida,36,46,3,12,3
Georgia,32,50,1,15,2
Hawaii,36,55,0,0,9
Idaho,32,42,0,16,10
Illinois,34,42,3,15,6
Indiana,26,48,6,16,4
Iowa,21,53,8,16,2
Kansas,32,44,5,15,4
Kentucky,29,46,7,12,6
Louisiana,34,43,1,12,10
Maine,40,20,0,27,13
Maryland,28,45,5,14,8
Massachusetts,35,46,1,12,6
Michigan,29,50,3,16,2
Minnesota,26,45,7,20,2
Mississippi,37,33,3,18,9
Missouri,31,58,1,9,1
Montana,19,57,0,6,18
Nebraska,33,39,6,16,6
Nevada,39,45,6,10,0
New Hampshire,20,54,6,20,0
New Jersey,38,42,3,12,5
New Mexico,33,26,9,18,14
New York,36,44,4,11,5
North Carolina,27,52,1,14,6
North Dakota,21,50,0,29,0
Ohio,34,45,3,17,1
Oklahoma,32,45,1,21,1
Oregon,24,59,4,9,4
Pennsylvania,38,42,3,13,4
Rhode Island,24,23,12,30,11
South Carolina,23,63,3,10,1
South Dakota,34,47,0,13,6
Tennessee,30,50,5,11,4
Texas,41,38,5,12,4
Utah,29,57,2,10,2
Vermont,14,72,0,14,0
Virginia,34,51,4,7,4
Washington,30,43,0,23,4
West Virginia,41,32,0,18,9
Wisconsin,34,44,0,16,6
Wyoming,43,28,0,29,0
